,cycle,id,transid,crpfilterid,recipcode,pacshort,crprecipname,expcode,amount,date,city,state,zip,cmtelid_ef,candid,type,descrip,pg,elecother,enttype,source
4574,2016,294786,SB21B-289834,C00010603,DP,,,W10,1819,03/31/2016,Washington,DC,,,,,Salaries,,,IND,@auto
4578,2016,295345,D638079,N00026106,DI,,,U10,22,01/22/2016,Atlanta,GA,,,,,DELIVERY,P2016,,ORG,@new
4579,2016,295375,D639611,N00026106,DI,,,A40,1230,02/09/2016,,TX,752619616,,,,TRAVEL,P2016,,ORG,@auto
4580,2016,295383,D640556,N00026106,DI,,,A40,729,03/26/2016,LANCASTER,PA,,,,,TRAVEL,P2016,,ORG,@auto
4588,2016,295768,SB21B-026216-1,C00003418,RP,,,W10,970,03/15/2016,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
4589,2016,295854,SB21B-026190-1,C00003418,RP,,,W10,1309,03/15/2016,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
4590,2016,295859,SB21B-026307-1,C00003418,RP,,,W10,1824,03/15/2016,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
4592,2016,296143,SB21B-026510-1,C00003418,RP,,,F10,15807,03/16/2016,WASHINGTON,DC,,,,,TELEMARKETING,,,ORG,@new
4597,2016,296563,SB21B-026811-2,C00003418,RP,,,U10,626,03/30/2016,TOPEKA,KS,,,,,POSTAGE,,,ORG,@new
4599,2016,296617,SB21B-026961-1,C00003418,RP,,,W10,1381,03/31/2016,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
4600,2016,296809,SB21B-027122-1,C00003418,RP,,,W10,41,03/31/2016,HARFORD,CT,,,,,TAXES,,,ORG,@new
4601,2016,296906,SB28A-0003912-1,C00003418,RP,,,N10,750,03/04/2016,,MO,,,,,REFUND,,,IND,@new
4604,2016,297343,SB21B-942717-10000,C00000935,DP,,,A40,81,02/22/2016,,CA,,,,,Travel,,,ORG,@auto
4605,2016,297440,SB21B-942885-80000,C00000935,DP,,,A40,8,03/04/2016,Washington,DC,,,,,Travel,,,ORG,@auto
4607,2016,297729,SB21B-942739-10000,C00000935,DP,,,A40,723,03/02/2016,,TX,,,,,Travel,,,ORG,@auto
4609,2016,297745,SB21B-942879-10000,C00000935,DP,,,A40,723,03/02/2016,,TX,,,,,Travel,,,ORG,@auto
4610,2016,297746,SB21B-942879-20000,C00000935,DP,,,A40,587,03/02/2016,,TX,,,,,Travel,,,ORG,@auto
4611,2016,297762,SB21B-942784-10000,C00000935,DP,,,A40,751,02/22/2016,Atlanta,GA,,,,,Travel,,,ORG,@auto
4612,2016,297788,SB21B-942792-20000,C00000935,DP,,,A40,774,03/02/2016,Darien,CT,,,,,Travel,,,ORG,@auto
4613,2016,297795,SB21B-942847-60000,C00000935,DP,,,A40,836,02/29/2016,Norwalk,CT,,,,,Travel,,,ORG,@auto
4614,2016,297800,SB21B-942850-10000,C00000935,DP,,,A40,223,02/24/2016,Dallas,TX,,,,,Travel,,,ORG,@auto
4615,2016,297819,SB21B-942730-30000,C00000935,DP,,,A40,184,03/02/2016,Bethesda,MD,,,,,Travel,,,ORG,@auto
4616,2016,298003,SB21B-942453,C00000935,DP,,,W10,6579,03/25/2016,Washington,DC,,,,,Payroll,,,IND,@auto
4617,2016,298046,SB21B-942489,C00000935,DP,,,W10,5745,03/25/2016,Washington,DC,,,,,Payroll,,,IND,@auto
4618,2016,298065,SB21B-942506,C00000935,DP,,,W10,3730,03/25/2016,Washington,DC,,,,,Payroll,,,IND,@auto
4619,2016,298068,SB21B-942509,C00000935,DP,,,W10,3314,03/25/2016,Washington,DC,,,,,Payroll,,,IND,@auto
4620,2016,298113,SB21B-942544,C00000935,DP,,,W10,6114,03/25/2016,Washington,DC,,,,,Payroll,,,IND,@auto
4621,2016,298226,SB22-942654,C00000935,DP,,,T20,3913,03/31/2016,,NY,,C00143230,,,Transfer,,,PTY,@new2
4646,2016,300123,SB23I27488,N00030612,RI,,Shell,A40,29,03/14/2016,SAVANNAH,TX,,,,,FUEL,,,ORG,@new
4649,2016,300316,SB23I25938,N00030612,RI,,,W10,1130,03/01/2016,WASHINGTON,DC,,,,,SALARY,,,IND,@auto
4651,2016,300559,SB23I27825,N00030612,RI,,,U10,83,03/03/2016,WASHINGTON,TX,787044117,,,,SHIPPING,,,ORG,@new
4655,2016,300901,SB23I26183,N00030612,RI,,,U10,125,03/01/2016,WASHINGTON,TX,787044117,,,,SHIPPING,,,ORG,@new
4660,2016,301191,SB23I26578,N00030612,RI,,Uber,A40,16,03/20/2016,WASHINGTON,DC,,,,,TRANSPORTATION,,,ORG,@auto
4661,2016,301388,SB23I27231,N00030612,RI,,,A40,4650,03/04/2016,TAMPA,SC,,,,,LODGING,,,ORG,@auto
4662,2016,301563,SB23I27410,N00030612,RI,,,A40,453,03/15/2016,MINNETONKA,MN,,,,,LODGING,,,ORG,@auto
4663,2016,301604,SB23I26361,N00030612,RI,,,A40,9,03/15/2016,TAMPA,SC,,,,,LODGING,,,ORG,@auto
4664,2016,301717,SB23I26855,N00030612,RI,,,A40,1263,03/04/2016,IRVING,TX,,,,,LODGING,,,ORG,@auto
4665,2016,301728,SB23I26848,N00030612,RI,,Uber,A40,6,03/04/2016,WASHINGTON,DC,,,,,TRANSPORTATION,,,ORG,@auto
4666,2016,301802,SB23I26957,N00030612,RI,,,A40,212,03/07/2016,ORLANDO,FL,,,,,LODGING,,,ORG,@auto
4667,2016,301832,SB23I26993,N00030612,RI,,,A40,416,03/09/2016,SAVANNAH,TX,,,,,AIRFARE,,,ORG,@auto
4668,2016,301930,SB23I25654,N00030612,RI,,,A30,250,03/18/2016,TAMPA,FL,,,,,FOOD/BEVERAGE,,,ORG,@new
4670,2016,302045,SB23I25768,N00030612,RI,,,A40,7510,03/11/2016,EAGLE,ID,,,,,TRAVEL,,,ORG,@auto
4672,2016,302377,B0ECEDA15E7E54B47A77,N00009778,RL,,,A40,367,02/26/2016,Dallas,TX,752351908,,,,airfare,P2016,,ORG,@auto
4673,2016,302427,BA980D74A28B54AB59F2,N00009778,RL,,,A40,129,03/02/2016,Atlanta,GA,303462121,,,,lodging,P2016,,ORG,@auto
4675,2016,302497,B5A93AF5F4F644E1C9FB,N00009778,RL,,,W10,4608,03/31/2016,,OH,430549212,,,,salary,P2016,,ORG,@auto
4676,2016,302544,BA9D8E37367504995853,N00009778,RL,,Domino's,A30,82,03/06/2016,,MI,481059757,,,,food,P2016,,ORG,@new
4677,2016,302592,B0AE55012F51344BA85C,N00009778,RL,,,U10,16,03/10/2016,Memphis,TN,381165070,,,,shipping,P2016,,ORG,@new
4678,2016,302601,BD418702A252F42CCB96,N00009778,RL,,,W10,4221,03/15/2016,Columbus,OH,432091706,,,,salary,P2016,,ORG,@auto
4679,2016,302705,B03DB5C2905E5488EB5C,N00009778,RL,,,A40,1683,03/19/2016,Dallas,TX,752351908,,,,airfare,P2016,,ORG,@auto
4682,2016,302841,BB9E76872A60B4154A66,N00009778,RL,,,A40,204,03/17/2016,,LA,708091394,,,,lodging,P2016,,ORG,@auto
4683,2016,302851,BEE28F0639DE54C4FB9F,N00009778,RL,,,A30,402,02/25/2016,Houston,TX,770082704,,,,food,P2016,,ORG,@new
4685,2016,302918,BA8036A62D2744D8B8DB,N00009778,RL,,,A30,19,02/07/2016,Tewksbury,MA,018761469,,,,food,P2016,,ORG,@new
4686,2016,302924,BD56C6483F43F40DCA62,N00009778,RL,,,A40,136,02/20/2016,Atlanta,GA,303462121,,,,lodging,P2016,,ORG,@auto
4687,2016,302949,BDC3CD17D639B44EF93B,N00009778,RL,,Subway,A30,75,02/05/2016,Milford,CT,064613081,,,,food,P2016,,ORG,@new
4688,2016,302951,BFBC1C3CE26BC4325BA8,N00009778,RL,,,A30,78,02/06/2016,Orrville,OH,446671241,,,,food,P2016,,ORG,@new
4689,2016,303007,21b-01-29987-40543,C00031054,DP,,,W10,1765,03/16/2016,Avoca,MI,,,,,Salary,,,IND,@auto
4694,2016,303311,D178030,N00000019,DO,,,W10,1936,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4695,2016,303356,D178590,N00000019,DO,,,W10,1190,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4696,2016,303369,D178060,N00000019,DO,,,W10,2224,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4697,2016,303533,D178790,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4698,2016,303660,D171011,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4700,2016,303797,D171701,N00000019,DO,,,W10,2713,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4701,2016,303887,D179181,N00000019,DO,,,W10,1993,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4702,2016,303907,D172361,N00000019,DO,,,A70,30,03/15/2016,Reno,NV,895022938,,,,Phone,P2016,,IND,@new
4703,2016,304085,D170951,N00000019,DO,,,A70,30,03/15/2016,Worcester,MA,016032376,,,,Phone,P2016,,IND,@new
4704,2016,304138,D171212,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4707,2016,304274,D178082,N00000019,DO,,,W10,1102,03/30/2016,Alexandria,VA,223022027,,,,Payroll,P2016,,IND,@auto
4708,2016,304318,D172232,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4709,2016,304538,D171053,N00000019,DO,,,A70,30,03/15/2016,,IN,466171491,,,,Phone,P2016,,IND,@new
4710,2016,304560,D171163,N00000019,DO,,,A70,30,03/15/2016,,CA,943033917,,,,Phone,P2016,,IND,@new
4711,2016,304585,D171283,N00000019,DO,,,W10,2578,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4713,2016,304675,D182553,N00000019,DO,,,A40,391,03/30/2016,Washington,DC,200096228,,,,Travel,P2016,,IND,@auto
4714,2016,304778,D178163,N00000019,DO,,,W10,1102,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4715,2016,304809,D178223,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4716,2016,304905,D171513,N00000019,DO,,,W10,1278,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4718,2016,305126,D171944,N00000019,DO,,,W10,1084,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4720,2016,305240,D179294,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4722,2016,305410,D181845,N00000019,DO,,,A40,305,03/18/2016,,CA,913677597,,,,Parking,P2016,,ORG,@new
4723,2016,305428,D181925,N00000019,DO,,,A70,1500,03/12/2016,Wichita,KS,672125542,,,,Rent,P2016,,ORG,@auto
4724,2016,305519,D171705,N00000019,DO,,,W10,1435,03/15/2016,Arlington,VA,222016204,,,,Payroll,P2016,,IND,@auto
4725,2016,305525,D171735,N00000019,DO,,,W10,2095,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4726,2016,305617,D172285,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4727,2016,305731,D178885,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4728,2016,305833,D171076,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4730,2016,305949,D171726,N00000019,DO,,,W10,2097,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4731,2016,306101,D179296,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4732,2016,306121,D178266,N00000019,DO,,,A70,30,03/30/2016,,NV,891064829,,,,Phone,P2016,,IND,@new
4733,2016,306176,D178956,N00000019,DO,,,W10,2287,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4734,2016,306355,D171607,N00000019,DO,,,W10,3886,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4735,2016,306530,D181447,N00000019,DO,,,S10,25110,03/07/2016,Denver,CO,802461975,,,,Polling,P2016,,ORG,@new
4736,2016,306559,D179357,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4737,2016,306636,D172047,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4738,2016,306709,D171158,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4739,2016,306726,D171238,N00000019,DO,,,W10,2765,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4740,2016,306829,D178068,N00000019,DO,,,W10,2160,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4741,2016,306833,D178608,N00000019,DO,,,W10,1125,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4742,2016,306861,D182748,N00000019,DO,,,A40,10,03/07/2016,,NY,101855256,,,,Travel,P2016,,IND,@auto
4743,2016,306932,D178158,N00000019,DO,,,W10,1604,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4744,2016,306954,D178738,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4745,2016,306963,D179298,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4746,2016,307011,D178858,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4747,2016,307042,D178958,N00000019,DO,,,W10,2279,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4748,2016,307074,D178488,N00000019,DO,,,W10,1138,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4749,2016,307083,D178508,N00000019,DO,,,W10,1468,03/30/2016,Cambridge,MA,021384874,,,,Payroll,P2016,,IND,@auto
4750,2016,307096,D170938,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4752,2016,307199,D171509,N00000019,DO,,,W10,1889,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4753,2016,307241,D171709,N00000019,DO,,,W10,1644,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4754,2016,307247,D171749,N00000019,DO,,,W10,5454,03/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4755,2016,307324,D172209,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4756,2016,307338,D172319,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4757,2016,307357,D177979,N00000019,DO,,,W10,1247,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4758,2016,307396,D178769,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4760,2016,307451,D178359,N00000019,DO,,,A70,30,03/30/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4761,2016,307506,D181189,N00000019,DO,,,W10,2095,03/03/2016,,IA,503093365,,,,Payroll,P2016,,IND,@auto
4762,2016,307507,D177969,N00000019,DO,,,W10,1316,03/30/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
4763,2016,307511,D170859,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
4764,2016,307552,D176950,N00000019,DO,,,A40,420,02/17/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
4765,2016,307579,D177030,N00000019,DO,,,A40,452,02/01/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
4766,2016,307620,D177700,N00000019,DO,,,A40,4519,02/08/2016,Bellevue,WA,980045703,,,,Travel,P2016,,ORG,@auto
4767,2016,307649,D174040,N00000019,DO,,,A40,9,02/04/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4768,2016,307679,D174310,N00000019,DO,,,A40,9,02/17/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4770,2016,307809,D175450,N00000019,DO,,,A40,68,02/16/2016,Parsippany,NJ,070543826,,,,Travel,P2016,,ORG,@auto
4771,2016,307827,D175630,N00000019,DO,,,A40,103,02/09/2016,,NY,106031028,,,,Travel,P2016,,ORG,@auto
4772,2016,307907,D176260,N00000019,DO,,Amtrak,A40,223,02/23/2016,Washington,DC,200024285,,,,Travel,P2016,,ORG,@auto
4774,2016,308139,D174901,N00000019,DO,,,A40,22,02/28/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4775,2016,308255,D176001,N00000019,DO,,,A40,169,02/28/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
4776,2016,308290,D176231,N00000019,DO,,,A40,217,02/02/2016,Dallas,TX,752351908,,,,Travel,P2016,,ORG,@auto
4778,2016,308337,D176812,N00000019,DO,,,A40,361,02/26/2016,Bellevue,WA,980045703,,,,Travel,P2016,,ORG,@auto
4779,2016,308419,D174052,N00000019,DO,,,A40,9,02/04/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4780,2016,308515,D174832,N00000019,DO,,,A40,22,02/21/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4781,2016,308544,D175122,N00000019,DO,,,A40,30,02/17/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4782,2016,308583,D175482,N00000019,DO,,,A40,71,02/17/2016,,NV,891144967,,,,Travel,P2016,,ORG,@auto
4783,2016,308623,D175852,N00000019,DO,,,A40,143,02/09/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
4784,2016,308854,D174473,N00000019,DO,,,A40,9,02/25/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4785,2016,308858,D174513,N00000019,DO,,,A40,9,02/28/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4786,2016,308978,D175523,N00000019,DO,,,U10,79,02/25/2016,Memphis,TN,381204117,,,,Shipping,P2016,,ORG,@new
4787,2016,309045,D173993,N00000019,DO,,,A40,9,02/01/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4788,2016,309064,D176233,N00000019,DO,,,A40,217,02/15/2016,Chicago,IL,606067147,,,,Travel,P2016,,ORG,@auto
4789,2016,309094,D176363,N00000019,DO,,,A40,251,02/02/2016,Indianapolis,IN,462251051,,,,Travel,P2016,,ORG,@auto
4790,2016,309250,D174504,N00000019,DO,,,A40,9,02/28/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4791,2016,309263,D174604,N00000019,DO,,,A40,12,02/08/2016,,NY,100011107,,,,Travel,P2016,,ORG,@auto
4793,2016,309284,D185444,N00000019,DO,,Openvpn,U20,96,02/11/2016,Pleasanton,CA,945882723,,,,Software,P2016,,ORG,@new
4794,2016,309287,D185454,N00000019,DO,,,U30,892,02/24/2016,Denver,CO,802104711,,,,Venue,P2016,,ORG,@new
4795,2016,309313,D176524,N00000019,DO,,,A40,288,02/26/2016,,CA,900101101,,,,Travel,P2016,,ORG,@auto
4796,2016,309364,D175444,N00000019,DO,,,A40,68,02/28/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
4797,2016,309375,D175534,N00000019,DO,,,A40,84,02/11/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
4798,2016,309414,D175894,N00000019,DO,,,A40,149,02/13/2016,,NV,897012723,,,,Travel,P2016,,ORG,@auto
4799,2016,309421,D175974,N00000019,DO,,,A40,163,02/24/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
4800,2016,309467,D176274,N00000019,DO,,,A40,228,03/01/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
4801,2016,309481,D176344,N00000019,DO,,,A40,245,02/13/2016,Dallas,TX,752351908,,,,Travel,P2016,,ORG,@auto
4802,2016,309508,D177515,N00000019,DO,,,A40,935,02/27/2016,Parsippany,NJ,070543826,,,,Travel,P2016,,ORG,@auto
4803,2016,309509,D176545,N00000019,DO,,Wyndham,A40,294,02/28/2016,Parsippany,NJ,070543801,,,,Travel,P2016,,ORG,@auto
4804,2016,309555,D176665,N00000019,DO,,,A40,322,02/04/2016,,NH,,,,,Travel,P2016,,ORG,@auto
4806,2016,309813,D175975,N00000019,DO,,,A40,163,02/02/2016,Parsippany,NJ,070543826,,,,Travel,P2016,,ORG,@auto
4807,2016,309833,D176135,N00000019,DO,,,A40,199,02/02/2016,Dallas,TX,752351908,,,,Travel,P2016,,ORG,@auto
4808,2016,309877,D176195,N00000019,DO,,,A40,213,03/01/2016,Miramar,FL,330256542,,,,Travel,P2016,,ORG,@auto
4809,2016,309946,D177106,N00000019,DO,,,A40,487,02/23/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
4810,2016,309976,D176566,N00000019,DO,,,A40,300,02/23/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
4811,2016,310001,D174136,N00000019,DO,,,A40,9,02/09/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4812,2016,310042,D174526,N00000019,DO,,,A40,9,02/28/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4814,2016,310085,D176576,N00000019,DO,,,A40,301,02/12/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
4815,2016,310096,D174916,N00000019,DO,,,A40,22,02/28/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4816,2016,310259,D176326,N00000019,DO,,,A40,242,02/23/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
4817,2016,310283,D176487,N00000019,DO,,,A40,280,02/02/2016,,MO,631054204,,,,Travel,P2016,,ORG,@auto
4818,2016,310424,D174467,N00000019,DO,,,A40,9,02/25/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4819,2016,310427,D174497,N00000019,DO,,,A40,9,02/28/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4820,2016,310476,D174857,N00000019,DO,,,A40,22,02/22/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4821,2016,310552,D175597,N00000019,DO,,,A40,97,02/02/2016,,VA,221023388,,,,Travel,P2016,,ORG,@auto
4822,2016,310555,D175637,N00000019,DO,,,A40,104,02/27/2016,,UT,841300321,,,,Travel,P2016,,ORG,@auto
4823,2016,310810,D174468,N00000019,DO,,,A40,9,02/25/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4824,2016,310816,D174528,N00000019,DO,,,A40,9,02/29/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4825,2016,310836,D174658,N00000019,DO,,,A40,15,02/26/2016,,NY,100182500,,,,Travel,P2016,,ORG,@auto
4827,2016,310910,D175308,N00000019,DO,,,U10,40,03/01/2016,Memphis,TN,381204117,,,,Shipping,P2016,,ORG,@new
4828,2016,311057,D176929,N00000019,DO,,,A40,408,02/25/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
4830,2016,311186,D174299,N00000019,DO,,,A40,9,02/17/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
4832,2016,311412,D176219,N00000019,DO,,,A40,216,02/21/2016,Bethesda,MD,208171102,,,,Travel,P2016,,ORG,@auto
4833,2016,311473,D184062,N00000019,DO,,,A40,581,03/31/2016,Phoenix,AZ,850343802,,,,Travel,P2016,,ORG,@auto
4860,2016,313348,VPE83A18CF7,N00000528,DO,,Bari,F30,335,03/07/2016,Chicago,IL,606426048,,,,Catering,P2016,,ORG,@new
4862,2016,313553,VPE83A14WB7,N00000528,DO,,,W10,125,03/10/2016,Burlington,IA,526012532,,,,Payroll,P2016,,IND,@auto
4863,2016,313738,VPE83A10KJ4,N00000528,DO,,,A70,304,03/15/2016,Champaign,IL,618221411,,,,Phones/Internet,P2016,,ORG,@new
4865,2016,313862,VPE83A152D5,N00000528,DO,,,W10,771,03/15/2016,Florence,SC,295018587,,,,Payroll,P2016,,IND,@auto
4866,2016,313873,VPE83A15MP5,N00000528,DO,,,W10,1316,03/15/2016,Cumming,GA,300413702,,,,Payroll,P2016,,IND,@auto
4867,2016,313888,VPE83A14YN9,N00000528,DO,,,W10,1201,03/15/2016,Somerville,MA,021452647,,,,Payroll,P2016,,IND,@auto
4868,2016,313997,VPE83A15J57,N00000528,DO,,,W10,1042,03/15/2016,Canyon,TX,790153014,,,,Payroll,P2016,,IND,@auto
4869,2016,314061,VPE83A15389,N00000528,DO,,,W10,467,03/15/2016,,SC,295604209,,,,Payroll,P2016,,IND,@auto
4870,2016,314193,VPE83A15Q75,N00000528,DO,,,W10,1350,03/15/2016,Concord,NH,033015101,,,,Payroll,P2016,,IND,@auto
4871,2016,314225,VPE83A159K8,N00000528,DO,,,W10,1283,03/15/2016,Waterbury,VT,,,,,Payroll,P2016,,IND,@auto
4872,2016,314256,VPE83A15K84,N00000528,DO,,,W10,1384,03/15/2016,Wellesley,MA,024815360,,,,Payroll,P2016,,IND,@auto
4873,2016,314435,VPE83A15AW2,N00000528,DO,,,W10,983,03/15/2016,Denver,CO,802113685,,,,Payroll,P2016,,IND,@auto
4874,2016,314563,VPE83A15CY2,N00000528,DO,,,W10,1074,03/15/2016,Norman,OK,730722860,,,,Payroll,P2016,,IND,@auto
4875,2016,314575,VPE83A15GY1,N00000528,DO,,,W10,1071,03/15/2016,Chicago,IL,606384223,,,,Payroll,P2016,,IND,@auto
4876,2016,314576,VPE83A15NN0,N00000528,DO,,,W10,2827,03/15/2016,Pontotoc,MS,388631021,,,,Payroll,P2016,,IND,@auto
4878,2016,314640,VPE83A18QC8,N00000528,DO,,,A40,17271,03/16/2016,Miami,FL,331567610,,,,Lodging,P2016,,ORG,@auto
4881,2016,314826,VPE83A18FV8,N00000528,DO,,Nextiva,A70,144,03/21/2016,Scottsdale,AZ,852502609,,,,Phones,P2016,,ORG,@new
4883,2016,314855,VPE83A10SF3,N00000528,DO,,,W10,542,03/21/2016,Manchester,NH,031095122,,,,Payroll,P2016,,IND,@auto
4891,2016,315087,VPE83A14G39,N00000528,DO,,,F30,215,03/24/2016,Asheville,NC,288030035,,,,Catering,P2016,,ORG,@new
4893,2016,315296,VPE83A18BR7,N00000528,DO,,,U10,310789,03/30/2016,Washington,DC,200083415,,,,Printing,P2016,,ORG,@new
4895,2016,315461,VPE83A15Y77,N00000528,DO,,,W10,1597,03/30/2016,Manchester,NH,031028999,,,,Payroll,P2016,,IND,@auto
4896,2016,315586,VPE83A15ZN1,N00000528,DO,,,W10,2472,03/30/2016,Washington,DC,200164901,,,,Payroll,P2016,,IND,@auto
4897,2016,315595,VPE83A15ZR5,N00000528,DO,,,W10,746,03/30/2016,Burlington,VT,054013643,,,,Payroll,P2016,,IND,@auto
4898,2016,315662,VPE83A168K4,N00000528,DO,,,W10,1106,03/30/2016,Knoxville,TN,379152313,,,,Payroll,P2016,,IND,@auto
4899,2016,315732,VPE83A168T0,N00000528,DO,,,W10,1377,03/30/2016,Lakewood,OH,441072535,,,,Payroll,P2016,,IND,@auto
4900,2016,315733,VPE83A160Z1,N00000528,DO,,,W10,1751,03/30/2016,,NY,100118682,,,,Payroll,P2016,,IND,@auto
4901,2016,315870,VPE83A15VB3,N00000528,DO,,,W10,1083,03/30/2016,Waban,MA,024681227,,,,Payroll,P2016,,IND,@auto
4914,2016,317132,SB23455632,N00023864,RO,,,W10,1750,03/31/2016,,NY,,,,,PAYROLL,P2016,,IND,@auto
4917,2016,317440,SB23455649,N00023864,RO,,,W10,2000,03/31/2016,,NY,,,,,PAYROLL,P2016,,IND,@auto
